"","size","pct_hunt","prev_ratio","fadeout"
"352",425,0.75,0.524091059277778,0.00333333333333333
"353",425,0.8,0.586980981833333,0.00333333333333333
"354",425,0.85,0.583550071833333,0.00333333333333333
"355",425,0.9,0.590623213444444,0.0133333333333333
"356",425,0.95,0.633709184722222,0.00333333333333333
"357",425,1,0.611718798888889,0.0166666666666667
"358",450,0,0,0.00333333333333333
"359",450,0.05,0.0460726833333333,0.01
"360",450,0.1,0.0949004981666667,NA
"361",450,0.15,0.136917405277778,0.00666666666666667
"362",450,0.2,0.186576622611111,0.00666666666666667
"363",450,0.25,0.214497727111111,0.0133333333333333
"364",450,0.3,0.251071745944444,0.00333333333333333
"365",450,0.35,0.290866227944444,0.00666666666666667
"366",450,0.4,0.323677855611111,0.00333333333333333
"367",450,0.45,0.362162601333333,0.00333333333333333
"368",450,0.5,0.398855172,0.00333333333333333
"369",450,0.55,0.419065782555556,0.00333333333333333
"370",450,0.6,0.4374511,0.01
"371",450,0.65,0.471832501611111,NA
"372",450,0.7,0.5033283325,0.00666666666666667
"373",450,0.75,0.530920517277778,NA
"374",450,0.8,0.539488798166667,0.00666666666666667
"375",450,0.85,0.572910659222222,0.00666666666666667
"376",450,0.9,0.582170835944444,0.00333333333333333
"377",450,0.95,0.609935131555556,NA
"378",450,1,0.627750483222222,0.00333333333333333
"379",475,0,0,0.00333333333333333
"380",475,0.05,0.0487374088888889,NA
"381",475,0.1,0.100959961111111,0.00333333333333333
"382",475,0.15,0.141249929,NA
"383",475,0.2,0.173844968944444,0.00333333333333333
"384",475,0.25,0.225634293166667,0.00333333333333333
"385",475,0.3,0.258198769444444,0.00333333333333333
"386",475,0.35,0.298070197888889,NA
"387",475,0.4,0.330034881944444,0.00666666666666667
"388",475,0.45,0.362253087833333,0.00333333333333333
"389",475,0.5,0.386365454888889,0.00666666666666667
"390",475,0.55,0.418965302666667,NA
"391",475,0.6,0.4413385695,NA
"392",475,0.65,0.467876623166667,0.00333333333333333
"393",475,0.7,0.489977954388889,0.0133333333333333
"394",475,0.75,0.5252218955,0.00333333333333333
"395",475,0.8,0.545040651555556,0.00333333333333333
"396",475,0.85,0.574257023611111,NA
"397",475,0.9,0.590370788555556,0.00666666666666667
"398",475,0.95,0.593131695555556,0.00666666666666667
"399",475,1,0.619885519888889,0.00333333333333333
"400",500,0,0,NA
"401",500,0.05,0.0489707799444444,0.00333333333333333
"402",500,0.1,0.0931652283333333,NA
"403",500,0.15,0.137423525222222,0.00333333333333333
"404",500,0.2,0.174084849,NA
"405",500,0.25,0.210990781833333,NA
"406",500,0.3,0.258338543777778,0.01
"407",500,0.35,0.286428174333333,0.00666666666666667
"408",500,0.4,0.327262537222222,0.00333333333333333
"409",500,0.45,0.354708245666667,0.00666666666666667
"410",500,0.5,0.388377871611111,0.00666666666666667
"411",500,0.55,0.418248643277778,0.00333333333333333
"412",500,0.6,0.448898390166667,0.00333333333333333
"413",500,0.65,0.472834547277778,0.00333333333333333
"414",500,0.7,0.501865006,0.00333333333333333
"415",500,0.75,0.517272056888889,0.00333333333333333
"416",500,0.8,0.550790125777778,0.00333333333333333
"417",500,0.85,0.575605315555556,NA
"418",500,0.9,0.583377887611111,0.01
"419",500,0.95,0.600686446055556,NA
"420",500,1,0.617267589555556,0.00333333333333333
"421",525,0,0,0.00333333333333333
"422",525,0.05,0.0470351977777778,0.00333333333333333
"423",525,0.1,0.0924037048888889,0.00333333333333333
"424",525,0.15,0.141197102777778,0.00333333333333333
"425",525,0.2,0.182364229888889,0.00333333333333333
